"Date and time","Volumetric humidity(S1)",temperature(S1),"Dew point(S1)","Humidity deficit(S1)","Relative humidity(S1)","Soil Electronic Conductivity(S1)","Soil Electronic Conductivity(S2)","soil vwc(S1)","soil vwc(S2)","Solar radiation (W/m2)(A1)",Thermister(S1),Thermister(S2)
2024-04-03T15:50:00+0900,,,,,,65.5,2.3,1.5,13.2,0,21.8,22.9
2024-04-03T15:40:00+0900,,,,,,65.5,2.3,1.5,13.2,0,21.9,22.9
2024-04-03T15:30:00+0900,,,,,,65.5,2.4,1.5,13.1,0,21.9,22.9
2024-04-03T15:20:00+0900,,,,,,65.5,2.3,1.5,13.2,0,21.9,22.9
2024-04-03T15:10:00+0900,,,,,,65.5,2.3,1.5,13.2,0,21.9,22.9
2024-04-03T15:00:00+0900,,,,,,65.5,2.4,1.5,13.1,0,21.9,22.9
2024-04-03T14:50:00+0900,,,,,,65.5,2.3,1.5,13.1,0,22,22.9
2024-04-03T14:40:00+0900,,,,,,65.5,2.3,1.5,13.2,0,22.1,22.9
2024-04-03T14:30:00+0900,,,,,,65.5,2.3,1.4,13.2,0,22.1,22.9
2024-04-03T14:20:00+0900,,,,,,65.5,2.3,1.4,13.2,0,22.1,22.9
2024-04-03T14:10:00+0900,,,,,,65.5,2.3,1.4,13.2,0,22.1,22.9
2024-04-03T14:00:00+0900,,,,,,65.5,2.3,1.3,13.2,0,22.1,22.9
2024-04-03T13:50:00+0900,,,,,,65.5,2.3,1.4,13.2,0,22.1,22.9
2024-04-03T13:40:00+0900,,,,,,65.5,2.4,1.4,13.1,0,22.2,22.9
2024-04-03T13:30:00+0900,,,,,,65.5,2.4,1.3,13.1,0,22.2,22.9
2024-04-03T13:20:00+0900,,,,,,65.5,2.3,1.3,13.2,0,22.3,23
2024-04-03T13:10:00+0900,,,,,,65.5,2.3,1.3,13.2,0,22.3,22.9
2024-04-03T13:00:00+0900,,,,,,65.5,2.3,1.2,13.2,0,22.3,23
2024-04-03T12:50:00+0900,,,,,,65.5,2.3,1.2,13.2,0,22.3,23
2024-04-03T12:40:00+0900,,,,,,65.5,2.3,1.3,13.2,0,22.4,23
2024-04-03T12:30:00+0900,,,,,,65.5,2.4,1.2,13.1,0,22.4,23
2024-04-03T12:20:00+0900,,,,,,65.5,2.4,1.2,13,0,22.4,23
2024-04-03T12:10:00+0900,,,,,,65.5,2.4,1.2,13.1,0,22.5,23
2024-04-03T12:00:00+0900,,,,,,65.5,2.4,1.2,13,0,22.5,23
2024-04-03T11:50:00+0900,,,,,,65.5,2.4,1.1,13.1,0,22.5,23
2024-04-03T11:40:00+0900,,,,,,65.5,2.3,1.1,13.2,0,22.6,23
2024-04-03T11:30:00+0900,,,,,,65.5,2.3,1.2,13.2,0,22.6,23
2024-04-03T11:20:00+0900,,,,,,65.5,2.4,1.1,13.1,0,22.6,23
2024-04-03T11:10:00+0900,,,,,,65.5,2.3,1.2,13.2,0,22.7,23
2024-04-03T11:00:00+0900,,,,,,65.5,2.4,1,13.1,0,22.8,23
2024-04-03T10:50:00+0900,,,,,,65.5,2.4,1.1,13.1,0,22.8,23.1
2024-04-03T10:40:00+0900,,,,,,65.5,2.4,1.1,13.1,0,22.8,23
2024-04-03T10:30:00+0900,,,,,,65.5,2.4,1,13.1,0,22.9,23
2024-04-03T10:20:00+0900,,,,,,65.5,2.3,1,13.2,0,22.9,23
2024-04-03T10:10:00+0900,,,,,,65.5,2.3,1,13.2,0,22.9,23
2024-04-03T10:00:00+0900,,,,,,65.5,2.3,1,13.2,0,23,23
2024-04-03T09:50:00+0900,,,,,,65.5,2.3,0.9,13.2,0,23.1,23
2024-04-03T09:40:00+0900,,,,,,65.5,2.3,0.9,13.2,0,23.1,23
2024-04-03T09:30:00+0900,,,,,,65.5,2.4,1,13.1,0,23.2,23
2024-04-03T09:20:00+0900,,,,,,65.5,2.4,0.9,13.1,0,23.3,23
2024-04-03T09:10:00+0900,,,,,,65.5,2.3,0.9,13.2,0,23.3,23
2024-04-03T09:00:00+0900,,,,,,65.5,2.3,0.9,13.2,0,23.4,23
2024-04-03T08:50:00+0900,,,,,,65.5,2.3,0.9,13.2,0,23.4,23
2024-04-03T08:40:00+0900,,,,,,65.5,2.3,0.9,13.2,0,23.5,23
2024-04-03T08:30:00+0900,,,,,,65.5,2.4,0.9,13.1,0,23.5,23
2024-04-03T08:20:00+0900,,,,,,65.5,2.3,0.8,13.3,0,23.6,23
2024-04-03T08:10:00+0900,,,,,,65.5,2.3,0.9,13.3,0,23.6,22.9
2024-04-03T08:00:00+0900,,,,,,65.5,2.3,0.8,13.3,0,23.8,23
2024-04-03T07:50:00+0900,,,,,,65.5,2.3,0.8,13.2,0,23.8,22.9
2024-04-03T07:40:00+0900,,,,,,65.5,2.3,0.8,13.3,0,23.9,22.9
2024-04-03T07:30:00+0900,,,,,,65.5,2.3,0.7,13.2,0,23.9,22.9
2024-04-03T07:20:00+0900,,,,,,65.5,2.3,0.8,13.2,0,24,22.9
2024-04-03T07:10:00+0900,,,,,,65.5,2.3,0.8,13.4,0,24,22.9
2024-04-03T07:00:00+0900,,,,,,65.5,2.3,0.8,13.3,0,24.1,22.9
2024-04-03T06:50:00+0900,,,,,,65.5,2.3,0.8,13.4,0,24.1,22.9
2024-04-03T06:40:00+0900,,,,,,65.5,2.3,0.8,13.4,2,24.1,22.9
2024-04-03T06:30:00+0900,,,,,,65.5,2.3,0.7,13.2,6,24.2,22.9
2024-04-03T06:20:00+0900,,,,,,65.5,2.3,0.7,13.3,22,24.3,22.9
2024-04-03T06:10:00+0900,,,,,,65.5,2.3,0.8,13.3,50,24.3,22.8
2024-04-03T06:00:00+0900,,,,,,65.5,2.3,0.9,13.3,90,24.3,22.8
2024-04-03T05:50:00+0900,,,,,,65.5,2.3,0.8,13.4,118,24.3,22.8
2024-04-03T05:40:00+0900,,,,,,65.5,2.3,0.8,13.3,146,24.3,22.8
2024-04-03T05:30:00+0900,,,,,,65.5,2.3,0.8,13.4,190,24.4,22.8
2024-04-03T05:20:00+0900,,,,,,65.5,2.3,0.7,13.4,230,24.4,22.8
2024-04-03T05:10:00+0900,,,,,,65.5,2.3,0.8,13.4,266,24.4,22.8
2024-04-03T05:00:00+0900,,,,,,65.5,2.3,0.9,13.4,304,24.4,22.8
2024-04-03T04:50:00+0900,,,,,,65.5,2.3,0.8,13.4,376,24.4,22.8
2024-04-03T04:40:00+0900,,,,,,65.5,2.3,0.8,13.4,86,24.4,22.8
2024-04-03T04:30:00+0900,,,,,,65.5,2.3,0.9,13.4,440,24.4,22.7
2024-04-03T04:20:00+0900,,,,,,65.5,2.3,0.9,13.4,476,24.4,22.7
2024-04-03T04:10:00+0900,,,,,,65.5,2.3,0.8,13.5,512,24.3,22.7
2024-04-03T04:00:00+0900,,,,,,65.5,2.3,0.9,13.5,552,24.3,22.7
2024-04-03T03:50:00+0900,,,,,,65.5,2.3,0.8,13.5,630,24.3,22.7
2024-04-03T03:40:00+0900,,,,,,65.5,2.3,1,13.4,654,24.3,22.6
2024-04-03T03:30:00+0900,,,,,,65.5,2.3,0.9,13.6,230,24.3,22.6
2024-04-03T03:20:00+0900,,,,,,65.5,2.3,1,13.5,758,24.2,22.6
2024-04-03T03:10:00+0900,,,,,,65.5,2.3,1,13.5,270,24.1,22.6
2024-04-03T03:00:00+0900,,,,,,65.5,2.2,1.1,13.6,764,24.1,22.6
2024-04-03T02:50:00+0900,,,,,,65.5,2.3,1.1,13.5,794,24,22.6
2024-04-03T02:40:00+0900,,,,,,65.5,2.3,1.1,13.5,822,23.9,22.6
2024-04-03T02:30:00+0900,,,,,,65.5,2.3,1.2,13.5,850,23.9,22.6
2024-04-03T02:20:00+0900,,,,,,65.5,2.3,1.2,13.5,250,23.8,22.6
2024-04-03T02:10:00+0900,,,,,,65.5,2.3,1.4,13.5,832,23.7,22.6
2024-04-03T02:00:00+0900,,,,,,65.5,2.3,1.2,13.6,858,23.6,22.6
2024-04-03T01:50:00+0900,,,,,,65.5,2.2,1.3,13.6,864,23.4,22.6
2024-04-03T01:40:00+0900,,,,,,65.5,2.3,1.4,13.6,914,23.3,22.6
2024-04-03T01:30:00+0900,,,,,,65.5,2.3,1.4,13.6,872,23.2,22.6
2024-04-03T01:20:00+0900,,,,,,65.5,2.3,1.4,13.6,876,23.1,22.6
2024-04-03T01:10:00+0900,,,,,,65.5,2.3,1.4,13.6,870,22.9,22.6
2024-04-03T01:00:00+0900,,,,,,65.5,2.3,1.4,13.6,882,22.9,22.6
2024-04-03T00:50:00+0900,,,,,,65.5,2.3,1.5,13.6,882,22.8,22.6
2024-04-03T00:40:00+0900,,,,,,65.5,2.3,1.5,13.6,876,22.6,22.6
2024-04-03T00:30:00+0900,,,,,,65.5,2.3,1.6,13.5,884,22.6,22.6
2024-04-03T00:20:00+0900,,,,,,65.5,2.3,1.6,13.6,874,22.4,22.6
2024-04-03T00:10:00+0900,,,,,,65.5,2.3,1.7,13.6,866,22.4,22.6
2024-04-03T00:00:00+0900,,,,,,65.5,2.3,1.4,13.7,872,22.3,22.6
2024-04-02T23:50:00+0900,,,,,,65.5,2.3,1.5,13.6,894,22.3,22.6
2024-04-02T23:40:00+0900,,,,,,65.5,2.3,1.6,13.5,862,22.2,22.6
2024-04-02T23:30:00+0900,,,,,,65.5,2.3,1.6,13.6,932,22.1,22.6
2024-04-02T23:20:00+0900,,,,,,65.5,2.3,1.6,13.6,886,22.1,22.6
2024-04-02T23:10:00+0900,,,,,,65.5,2.3,1.6,13.6,434,22.1,22.6
2024-04-02T23:00:00+0900,,,,,,65.5,2.3,1.6,13.6,484,22.1,22.6
2024-04-02T22:50:00+0900,,,,,,65.5,2.3,1.6,13.5,390,22,22.6
2024-04-02T22:40:00+0900,,,,,,65.5,2.3,1.6,13.5,138,22,22.6
2024-04-02T22:30:00+0900,,,,,,65.5,2.3,1.5,13.6,150,22,22.6
2024-04-02T22:20:00+0900,,,,,,65.5,2.2,1.6,13.8,220,22,22.6
2024-04-02T22:10:00+0900,,,,,,65.5,2.3,1.5,13.6,156,21.9,22.6
2024-04-02T22:00:00+0900,,,,,,65.5,2.3,1.7,13.5,140,21.9,22.6
2024-04-02T21:50:00+0900,,,,,,65.5,2.3,1.6,13.6,140,21.9,22.6
2024-04-02T21:40:00+0900,,,,,,65.5,2.3,1.5,13.6,188,21.9,22.6
2024-04-02T21:30:00+0900,,,,,,65.5,2.3,1.6,13.6,78,21.9,22.6
2024-04-02T21:20:00+0900,,,,,,65.5,2.3,1.6,13.5,130,21.9,22.6
2024-04-02T21:10:00+0900,,,,,,65.5,2.3,1.6,13.5,142,21.9,22.6
2024-04-02T21:00:00+0900,,,,,,65.5,2.3,1.7,13.7,108,21.8,22.6
2024-04-02T20:50:00+0900,,,,,,65.5,2.3,1.6,13.5,152,21.8,22.7
2024-04-02T20:40:00+0900,,,,,,65.5,2.3,1.6,13.6,154,21.8,22.7
2024-04-02T20:30:00+0900,,,,,,65.5,2.3,1.6,13.5,100,21.8,22.7
2024-04-02T20:20:00+0900,,,,,,65.5,2.3,1.6,13.5,110,21.8,22.7
2024-04-02T20:10:00+0900,,,,,,65.5,2.3,1.6,13.6,132,21.8,22.7
2024-04-02T20:00:00+0900,,,,,,65.5,2.4,1.6,13.4,78,21.8,22.7
2024-04-02T19:50:00+0900,,,,,,65.5,2.3,1.6,13.6,54,21.8,22.7
2024-04-02T19:40:00+0900,,,,,,65.5,2.3,1.6,13.5,46,21.8,22.7
2024-04-02T19:30:00+0900,,,,,,65.5,2.3,1.5,13.5,34,21.8,22.7
2024-04-02T19:20:00+0900,,,,,,65.5,2.4,1.6,13.4,30,21.8,22.8
2024-04-02T19:10:00+0900,,,,,,65.5,2.4,1.6,13.4,30,21.8,22.8
2024-04-02T19:00:00+0900,,,,,,65.5,2.3,1.5,13.5,26,21.8,22.8
2024-04-02T18:50:00+0900,,,,,,65.5,2.3,1.4,13.5,10,21.8,22.8
2024-04-02T18:40:00+0900,,,,,,65.5,2.3,1.5,13.5,2,21.8,22.8
2024-04-02T18:30:00+0900,,,,,,65.5,2.3,1.5,13.5,0,21.8,22.8
2024-04-02T18:20:00+0900,,,,,,65.5,2.4,1.4,13.4,0,21.9,22.8
2024-04-02T18:10:00+0900,,,,,,65.5,2.3,1.5,13.5,0,21.9,22.8
2024-04-02T18:00:00+0900,,,,,,65.5,2.3,1.5,13.4,0,21.9,22.8
2024-04-02T17:50:00+0900,,,,,,65.5,2.3,1.5,13.5,0,21.9,22.8
2024-04-02T17:40:00+0900,,,,,,65.5,2.3,1.5,13.5,0,21.9,22.8
2024-04-02T17:30:00+0900,,,,,,65.5,2.3,1.4,13.5,0,22,22.8
2024-04-02T17:20:00+0900,,,,,,65.5,2.3,1.5,13.5,0,22,22.8
2024-04-02T17:10:00+0900,,,,,,65.5,2.3,1.5,13.5,0,22.1,22.8
2024-04-02T17:00:00+0900,,,,,,65.5,2.3,1.3,13.5,0,22.1,22.8
2024-04-02T16:50:00+0900,,,,,,65.5,2.3,1.4,13.5,0,22.1,22.8
2024-04-02T16:40:00+0900,,,,,,65.5,2.3,1.3,13.5,0,22.1,22.8
2024-04-02T16:30:00+0900,,,,,,65.5,2.4,1.3,13.4,0,22.1,22.8
2024-04-02T16:20:00+0900,,,,,,65.5,2.4,1.3,13.4,0,22.2,22.8
2024-04-02T16:10:00+0900,,,,,,65.5,2.4,1.3,13.4,0,22.3,22.8
2024-04-02T16:00:00+0900,,,,,,65.5,2.4,1.3,13.4,0,22.3,22.9
2024-04-02T15:50:00+0900,,,,,,65.5,2.4,1.3,13.4,0,22.3,22.9
2024-04-02T15:40:00+0900,,,,,,65.5,2.3,1.2,13.5,0,22.3,22.9
2024-04-02T15:30:00+0900,,,,,,65.5,2.4,1.2,13.3,0,22.3,22.9
2024-04-02T15:20:00+0900,,,,,,65.5,2.3,1.3,13.5,0,22.4,22.9
2024-04-02T15:10:00+0900,,,,,,65.5,2.3,1.2,13.5,0,22.4,22.9
2024-04-02T15:00:00+0900,,,,,,65.5,2.3,1.2,13.4,0,22.4,22.9
2024-04-02T14:50:00+0900,,,,,,65.5,2.4,1.2,13.4,0,22.4,22.9
2024-04-02T14:40:00+0900,,,,,,65.5,2.4,1.2,13.4,0,22.4,22.9
2024-04-02T14:30:00+0900,,,,,,65.5,2.3,1.2,13.4,0,22.4,22.9
2024-04-02T14:20:00+0900,,,,,,65.5,2.3,1.2,13.4,0,22.5,22.9
2024-04-02T14:10:00+0900,,,,,,65.5,2.4,1.2,13.3,0,22.5,22.9
2024-04-02T14:00:00+0900,,,,,,65.5,2.4,1.2,13.4,0,22.5,22.9
2024-04-02T13:50:00+0900,,,,,,65.5,2.4,1.2,13.4,0,22.5,22.9
2024-04-02T13:40:00+0900,,,,,,65.5,2.3,1.2,13.4,0,22.6,22.9
2024-04-02T13:30:00+0900,,,,,,65.5,2.3,1.2,13.4,0,22.6,22.9
2024-04-02T13:20:00+0900,,,,,,65.5,2.4,1.1,13.3,0,22.6,22.9
2024-04-02T13:10:00+0900,,,,,,65.5,2.4,1.2,13.3,0,22.6,22.9
2024-04-02T13:00:00+0900,,,,,,65.5,2.4,1.2,13.3,0,22.6,22.9
2024-04-02T12:50:00+0900,,,,,,65.5,2.3,1.2,13.4,0,22.6,22.9
2024-04-02T12:40:00+0900,,,,,,65.5,2.3,1.1,13.4,0,22.7,22.9
2024-04-02T12:30:00+0900,,,,,,65.5,2.3,1.1,13.4,0,22.7,22.9
2024-04-02T12:20:00+0900,,,,,,65.5,2.3,1.1,13.4,0,22.7,22.9
2024-04-02T12:10:00+0900,,,,,,65.5,2.4,1.1,13.3,0,22.8,22.9
2024-04-02T12:00:00+0900,,,,,,65.5,2.3,1.1,13.4,0,22.8,22.9
2024-04-02T11:50:00+0900,,,,,,65.5,2.3,1,13.4,0,22.8,22.9
2024-04-02T11:40:00+0900,,,,,,65.5,2.3,1,13.4,0,22.8,22.9
2024-04-02T11:30:00+0900,,,,,,65.5,2.3,1.1,13.3,0,22.9,22.9
2024-04-02T11:20:00+0900,,,,,,65.5,2.3,1.1,13.3,0,22.9,22.9
2024-04-02T11:10:00+0900,,,,,,65.5,2.3,1,13.3,0,22.9,22.9
2024-04-02T11:00:00+0900,,,,,,65.5,2.3,1.1,13.3,0,22.9,22.9
2024-04-02T10:50:00+0900,,,,,,65.5,2.3,1.1,13.3,0,22.9,22.9
2024-04-02T10:40:00+0900,,,,,,65.5,2.3,1.2,13.2,0,23,22.9
2024-04-02T10:30:00+0900,,,,,,65.5,2.3,1,13.3,0,23,22.9
2024-04-02T10:20:00+0900,,,,,,65.5,2.2,1,13.4,0,23,22.9
2024-04-02T10:10:00+0900,,,,,,65.5,2.3,1.1,13.2,0,23.1,22.9
2024-04-02T10:00:00+0900,,,,,,65.5,2.3,1,13.3,0,23.1,22.9
2024-04-02T09:50:00+0900,,,,,,65.5,2.3,1,13.2,0,23.1,22.9
2024-04-02T09:40:00+0900,,,,,,65.5,2.3,0.9,13.2,0,23.1,22.9
2024-04-02T09:30:00+0900,,,,,,65.5,2.3,0.9,13.2,0,23.2,22.9
2024-04-02T09:20:00+0900,,,,,,65.5,2.3,0.9,13.2,0,23.3,22.9
2024-04-02T09:10:00+0900,,,,,,65.5,2.3,0.9,13.1,0,23.3,22.9
2024-04-02T09:00:00+0900,,,,,,65.5,2.2,1,13.2,0,23.3,22.9
2024-04-02T08:50:00+0900,,,,,,65.5,2.2,0.9,13.3,0,23.3,22.9
2024-04-02T08:40:00+0900,,,,,,65.5,2.2,1,13.2,0,23.4,22.9
2024-04-02T08:30:00+0900,,,,,,65.5,2.2,0.9,13.2,0,23.4,22.9
2024-04-02T08:20:00+0900,,,,,,65.5,2.2,0.9,13.3,0,23.4,22.9
2024-04-02T08:10:00+0900,,,,,,65.5,2.2,1,13.2,0,23.5,22.9
2024-04-02T08:00:00+0900,,,,,,65.5,2.2,0.9,13.2,0,23.5,22.9
2024-04-02T07:50:00+0900,,,,,,65.5,2.2,0.9,13.1,0,23.6,22.9
2024-04-02T07:40:00+0900,,,,,,65.5,2.2,0.9,13.2,0,23.6,22.9
2024-04-02T07:30:00+0900,,,,,,65.5,2.2,0.9,13.2,0,23.6,22.9
2024-04-02T07:20:00+0900,,,,,,65.5,2.2,0.9,13,0,23.7,22.9
2024-04-02T07:10:00+0900,,,,,,65.5,2.2,0.9,13,0,23.7,22.9
2024-04-02T07:00:00+0900,,,,,,65.5,2.2,0.7,13,0,23.8,22.9
2024-04-02T06:50:00+0900,,,,,,65.5,2.2,0.8,13.1,0,23.8,22.8
2024-04-02T06:40:00+0900,,,,,,65.5,2.2,0.9,13,6,23.8,22.9
2024-04-02T06:30:00+0900,,,,,,65.5,2.2,1,13.1,14,23.8,22.8
2024-04-02T06:20:00+0900,,,,,,65.5,2.2,0.9,13.1,46,23.8,22.8
2024-04-02T06:10:00+0900,,,,,,65.5,2.2,1,13,92,23.9,22.8
2024-04-02T06:00:00+0900,,,,,,65.5,2.2,1,13,70,23.9,22.8
2024-04-02T05:50:00+0900,,,,,,65.5,2.1,0.9,13.2,148,23.9,22.8
2024-04-02T05:40:00+0900,,,,,,65.5,2.1,0.8,13.1,122,23.9,22.8
2024-04-02T05:30:00+0900,,,,,,65.5,2.2,0.8,13.1,112,23.9,22.8
2024-04-02T05:20:00+0900,,,,,,65.5,2.2,0.8,13,120,23.9,22.8
2024-04-02T05:10:00+0900,,,,,,65.5,2.2,0.9,13,118,23.9,22.8
2024-04-02T05:00:00+0900,,,,,,65.5,2.2,0.9,13.1,206,23.9,22.8
2024-04-02T04:50:00+0900,,,,,,65.5,2.2,0.8,12.9,90,23.9,22.8
2024-04-02T04:40:00+0900,,,,,,65.5,2.2,0.9,13,262,23.9,22.8
2024-04-02T04:30:00+0900,,,,,,65.5,2.2,0.9,13.1,400,23.9,22.7
2024-04-02T04:20:00+0900,,,,,,65.5,2.2,0.9,13,212,23.9,22.7
2024-04-02T04:10:00+0900,,,,,,65.5,2.2,1,13.1,246,23.9,22.7
2024-04-02T04:00:00+0900,,,,,,65.5,2.2,0.9,13.1,798,23.9,22.7
2024-04-02T03:50:00+0900,,,,,,65.5,2.2,0.9,13.1,222,24,22.6
2024-04-02T03:40:00+0900,,,,,,65.5,2.2,0.9,13,108,24,22.6
2024-04-02T03:30:00+0900,,,,,,65.5,2.1,0.9,13.2,112,24.1,22.6
2024-04-02T03:20:00+0900,,,,,,65.5,2.2,0.9,13.1,128,24.2,22.6
2024-04-02T03:10:00+0900,,,,,,65.5,2.1,0.8,13.1,166,24.3,22.6
2024-04-02T03:00:00+0900,,,,,,65.5,2.2,0.7,13.1,158,24.3,22.6
2024-04-02T02:50:00+0900,,,,,,65.5,2.1,0.6,13.2,268,24.3,22.6
2024-04-02T02:40:00+0900,,,,,,65.5,2.1,0.8,13.1,142,24.3,22.6
2024-04-02T02:30:00+0900,,,,,,65.5,2.1,0.9,13.1,174,24.2,22.6
2024-04-02T02:20:00+0900,,,,,,65.5,2.1,1,13.2,142,24.1,22.6
2024-04-02T02:10:00+0900,,,,,,65.5,2.1,1.1,13.2,214,24.1,22.6
2024-04-02T02:00:00+0900,,,,,,65.5,2.1,1.1,13.2,256,23.9,22.5
2024-04-02T01:50:00+0900,,,,,,65.5,2.1,1.2,13.1,344,23.8,22.5
2024-04-02T01:40:00+0900,,,,,,65.5,2.1,1.1,13.2,1146,23.7,22.5
2024-04-02T01:30:00+0900,,,,,,65.5,2.1,1.3,13.1,1168,23.6,22.5
2024-04-02T01:20:00+0900,,,,,,65.5,2.1,1.2,13.2,996,23.6,22.5
2024-04-02T01:10:00+0900,,,,,,65.5,2.1,1.3,13.1,392,23.4,22.5
2024-04-02T01:00:00+0900,,,,,,65.5,2.1,1.3,13.1,1096,23.4,22.5
2024-04-02T00:50:00+0900,,,,,,65.5,2.1,1.4,13.2,910,23.3,22.5
2024-04-02T00:40:00+0900,,,,,,65.5,2.1,1.4,13.2,672,23.2,22.5
2024-04-02T00:30:00+0900,,,,,,65.5,2.1,1.4,13.2,886,23.1,22.5
2024-04-02T00:20:00+0900,,,,,,65.5,2.1,1.4,13.1,838,23,22.5
2024-04-02T00:10:00+0900,,,,,,65.5,2.1,1.4,13.3,928,22.9,22.5
2024-04-02T00:00:00+0900,,,,,,65.5,2.1,1.4,13.2,904,22.8,22.5
2024-04-01T23:50:00+0900,,,,,,65.5,2.1,1.5,13.3,888,22.8,22.5
2024-04-01T23:40:00+0900,,,,,,65.5,2.1,1.5,13.2,876,22.6,22.5
2024-04-01T23:30:00+0900,,,,,,65.5,2.1,1.5,13.2,856,22.6,22.5
2024-04-01T23:20:00+0900,,,,,,65.5,2.1,1.4,13.3,834,22.4,22.5
2024-04-01T23:10:00+0900,,,,,,65.5,2.1,1.5,13.2,814,22.4,22.5
2024-04-01T23:00:00+0900,,,,,,65.5,2.1,1.5,13.1,794,22.3,22.5
2024-04-01T22:50:00+0900,,,,,,65.5,2.1,1.7,13.3,774,22.2,22.5
2024-04-01T22:40:00+0900,,,,,,65.5,2.1,1.5,13.3,748,22.1,22.5
2024-04-01T22:30:00+0900,,,,,,65.5,2.1,1.6,13.3,718,22.1,22.5
2024-04-01T22:20:00+0900,,,,,,65.5,2.1,1.7,13.3,696,22,22.5
2024-04-01T22:10:00+0900,,,,,,65.5,2.1,1.6,13.3,668,21.9,22.5
2024-04-01T22:00:00+0900,,,,,,65.5,2.1,1.6,13.2,638,21.9,22.5
2024-04-01T21:50:00+0900,,,,,,65.5,2.2,1.6,13.2,606,21.8,22.5
2024-04-01T21:40:00+0900,,,,,,65.5,2.1,1.6,13.2,574,21.8,22.5
2024-04-01T21:30:00+0900,,,,,,65.5,2.1,1.6,13.2,540,21.8,22.6
2024-04-01T21:20:00+0900,,,,,,65.5,2.2,1.7,13.1,508,21.7,22.6
2024-04-01T21:10:00+0900,,,,,,65.5,2.1,1.5,13.3,470,21.7,22.6
2024-04-01T21:00:00+0900,,,,,,65.5,2.2,1.7,13.1,432,21.7,22.6
2024-04-01T20:50:00+0900,,,,,,65.5,2.1,1.5,13.2,394,21.7,22.6
2024-04-01T20:40:00+0900,,,,,,65.5,2.1,1.6,13.3,356,21.7,22.6
2024-04-01T20:30:00+0900,,,,,,65.5,2.1,1.5,13.2,316,21.6,22.6
2024-04-01T20:20:00+0900,,,,,,65.5,2.1,1.6,13.2,276,21.6,22.6
2024-04-01T20:10:00+0900,,,,,,65.5,2.2,1.6,13.1,238,21.6,22.6
2024-04-01T20:00:00+0900,,,,,,65.5,2.1,1.5,13.2,202,21.7,22.6
2024-04-01T19:50:00+0900,,,,,,65.5,2.2,1.5,13.2,170,21.7,22.6
2024-04-01T19:40:00+0900,,,,,,65.5,2.1,1.5,13.2,140,21.7,22.6
2024-04-01T19:30:00+0900,,,,,,65.5,2.1,1.5,13.2,112,21.8,22.6
2024-04-01T19:20:00+0900,,,,,,65.5,2.1,1.4,13.2,84,21.8,22.6
2024-04-01T19:10:00+0900,,,,,,65.5,2.2,1.6,13.2,54,21.8,22.6
2024-04-01T19:00:00+0900,,,,,,65.5,2.1,1.5,13.2,26,21.8,22.6
2024-04-01T18:50:00+0900,,,,,,65.5,2.1,1.5,13.2,6,21.8,22.6
2024-04-01T18:40:00+0900,,,,,,65.5,2.1,1.5,13.2,2,21.8,22.6
2024-04-01T18:30:00+0900,,,,,,65.5,2.1,1.4,13.2,0,21.9,22.6
2024-04-01T18:20:00+0900,,,,,,65.5,2.1,1.4,13.2,0,21.9,22.6
2024-04-01T18:10:00+0900,,,,,,65.5,2.1,1.4,13.2,0,21.9,22.6
2024-04-01T18:00:00+0900,,,,,,65.5,2.1,1.4,13.2,0,21.9,22.7
2024-04-01T17:50:00+0900,,,,,,65.5,2.2,1.4,13.1,0,21.9,22.7
2024-04-01T17:40:00+0900,,,,,,65.5,2.2,1.3,13.1,0,21.9,22.7
2024-04-01T17:30:00+0900,,,,,,65.5,2.2,1.4,13.1,0,22,22.7
2024-04-01T17:20:00+0900,,,,,,65.5,2.1,1.3,13.2,0,22,22.7
2024-04-01T17:10:00+0900,,,,,,65.5,2.1,1.4,13.2,0,22,22.7
2024-04-01T17:00:00+0900,,,,,,65.5,2.2,1.3,13.1,0,22.1,22.7
2024-04-01T16:50:00+0900,,,,,,65.5,2.2,1.3,13.1,0,22.1,22.7
2024-04-01T16:40:00+0900,,,,,,65.5,2.1,1.3,13.2,0,22.1,22.7
2024-04-01T16:30:00+0900,,,,,,65.5,2.2,1.3,13.1,0,22.1,22.7
2024-04-01T16:20:00+0900,,,,,,65.5,2.2,1.3,13.1,0,22.1,22.8
2024-04-01T16:10:00+0900,,,,,,65.5,2.1,1.2,13.2,0,22.2,22.8
2024-04-01T16:00:00+0900,,,,,,65.5,2.1,1.3,13.2,0,22.2,22.8
2024-04-01T15:50:00+0900,,,,,,65.5,2.2,1.3,13.2,0,22.2,22.8
2024-04-01T15:40:00+0900,,,,,,65.5,2.2,1.2,13.2,0,22.3,22.8
2024-04-01T15:30:00+0900,,,,,,65.5,2.1,1.2,13.2,0,22.3,22.8
2024-04-01T15:20:00+0900,,,,,,65.5,2.2,1.3,13.1,0,22.3,22.8
2024-04-01T15:10:00+0900,,,,,,65.5,2.1,1.2,13.2,0,22.3,22.8
2024-04-01T15:00:00+0900,,,,,,65.5,2.2,1.2,13.1,0,22.3,22.8
2024-04-01T14:50:00+0900,,,,,,65.5,2.1,1.3,13.2,0,22.3,22.8
2024-04-01T14:40:00+0900,,,,,,65.5,2.2,1.2,13.1,0,22.4,22.8
2024-04-01T14:30:00+0900,,,,,,65.5,2.2,1.3,13.1,0,22.4,22.8
2024-04-01T14:20:00+0900,,,,,,65.5,2.1,1.2,13.2,0,22.4,22.8
